visType,framing,dataSize,truncationLevel,trendDirection,slope,id,index,training,rt,timestamp,qTrend,qSeverity,correct,firstX,lastX,x0,x1,x2
bar,trend,3,0,1,0.25,5bd47e07860b840001dbbf90,32,,4825,Thu Mar 14 2019 14:35:46 GMT 0000 (Greenwich Mean Time),1,1,1,0.55,0.716666667,0.55,0.650415322,0.716666667
brokenbar,trend,3,0.5,1,0.125,5bd47e07860b840001dbbf90,33,,5454,Thu Mar 14 2019 14:35:52 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.633333333,0.55,0.593979355,0.633333333
bottomgradbar,trend,3,0.5,-1,0.125,5bd47e07860b840001dbbf90,34,,2963,Thu Mar 14 2019 14:35:57 GMT 0000 (Greenwich Mean Time),-1,1,1,1,0.916666667,1,0.950133903,0.916666667
bar,trend,2,0,1,0.25,5bd47e07860b840001dbbf90,35,,6008,Thu Mar 14 2019 14:36:04 GMT 0000 (Greenwich Mean Time),1,1,1,0.55,0.675,0.55,0.675,
bar,trend,2,0.5,1,0.25,5bd47e07860b840001dbbf90,36,,3470,Thu Mar 14 2019 14:36:09 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.675,0.55,0.675,
brokenbar,trend,2,0.25,1,0.25,5bd47e07860b840001dbbf90,37,,3564,Thu Mar 14 2019 14:36:14 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.675,0.55,0.675,
brokenbar,trend,3,0,-1,0.25,5bd47e07860b840001dbbf90,38,,3106,Thu Mar 14 2019 14:36:18 GMT 0000 (Greenwich Mean Time),-1,1,1,1,0.833333333,1,0.896784188,0.833333333
bottomgradbar,trend,2,0.25,-1,0.25,5bd47e07860b840001dbbf90,39,,6802,Thu Mar 14 2019 14:36:26 GMT 0000 (Greenwich Mean Time),-1,1,1,1,0.875,1,0.875,
brokenbar,trend,3,0.25,1,0.125,5bd47e07860b840001dbbf90,40,,3399,Thu Mar 14 2019 14:36:31 GMT 0000 (Greenwich Mean Time),1,1,1,0.55,0.633333333,0.55,0.594340948,0.633333333
bar,trend,3,0,-1,0.125,5bd47e07860b840001dbbf90,41,,2723,Thu Mar 14 2019 14:36:35 GMT 0000 (Greenwich Mean Time),-1,1,1,1,0.916666667,1,0.959182078,0.916666667
bottomgradbar,trend,2,0.5,1,0.25,5bd47e07860b840001dbbf90,42,,3855,Thu Mar 14 2019 14:36:41 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.675,0.55,0.675,
bar,trend,2,0.25,1,0.25,5bd47e07860b840001dbbf90,43,,4262,Thu Mar 14 2019 14:36:48 GMT 0000 (Greenwich Mean Time),1,1,1,0.55,0.675,0.55,0.675,
brokenbar,trend,2,0,1,0.125,5bd47e07860b840001dbbf90,44,,3471,Thu Mar 14 2019 14:36:54 GMT 0000 (Greenwich Mean Time),1,1,1,0.55,0.6125,0.55,0.6125,
bottomgradbar,trend,3,0.5,-1,0.125,5bd99e2bfdc9a90001728892,1,1,13679,Thu Mar 14 2019 14:24:01 GMT 0000 (Greenwich Mean Time),-1,1,1,1,0.916666667,1,0.961428485,0.916666667
bottomgradbar,trend,2,0.5,1,0.25,5bd99e2bfdc9a90001728892,2,1,17974,Thu Mar 14 2019 14:24:21 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.675,0.55,0.675,
bar,trend,2,0.5,-1,0.125,5bd99e2bfdc9a90001728892,3,1,10672,Thu Mar 14 2019 14:24:33 GMT 0000 (Greenwich Mean Time),-1,1,1,1,0.9375,1,0.9375,
bar,trend,3,0,1,0.25,5bd99e2bfdc9a90001728892,4,1,15751,Thu Mar 14 2019 14:24:50 GMT 0000 (Greenwich Mean Time),1,1,1,0.55,0.716666667,0.55,0.633075645,0.716666667
brokenbar,trend,3,0,1,0.125,5bd99e2bfdc9a90001728892,5,1,7191,Thu Mar 14 2019 14:24:59 GMT 0000 (Greenwich Mean Time),1,1,1,0.55,0.633333333,0.55,0.58472109,0.633333333
bottomgradbar,trend,2,0.5,1,0.25,5bd99e2bfdc9a90001728892,6,1,9895,Thu Mar 14 2019 14:25:10 GMT 0000 (Greenwich Mean Time),1,1,1,0.55,0.675,0.55,0.675,
bar,trend,2,0,-1,0.125,5bd99e2bfdc9a90001728892,7,1,7943,Thu Mar 14 2019 14:25:19 GMT 0000 (Greenwich Mean Time),-1,1,1,1,0.9375,1,0.9375,
brokenbar,trend,2,0,1,0.25,5bd99e2bfdc9a90001728892,8,1,11288,Thu Mar 14 2019 14:25:32 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.675,0.55,0.675,
brokenbar,trend,2,0.5,1,0.25,5bd99e2bfdc9a90001728892,9,,9168,Thu Mar 14 2019 14:25:42 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.675,0.55,0.675,
bottomgradbar,trend,2,0.5,-1,0.25,5bd99e2bfdc9a90001728892,10,,7142,Thu Mar 14 2019 14:25:51 GMT 0000 (Greenwich Mean Time),-1,2,1,1,0.875,1,0.875,
bar,trend,2,0,1,0.25,5bd99e2bfdc9a90001728892,11,,6543,Thu Mar 14 2019 14:25:58 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.675,0.55,0.675,
bar,trend,3,0,1,0.25,5bd99e2bfdc9a90001728892,12,,14095,Thu Mar 14 2019 14:26:13 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.716666667,0.55,0.654149215,0.716666667
brokenbar,trend,2,0.25,1,0.125,5bd99e2bfdc9a90001728892,13,,14416,Thu Mar 14 2019 14:26:29 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.6125,0.55,0.6125,
bottomgradbar,trend,3,0,-1,0.25,5bd99e2bfdc9a90001728892,14,,10216,Thu Mar 14 2019 14:26:40 GMT 0000 (Greenwich Mean Time),-1,1,1,1,0.833333333,1,0.902218378,0.833333333
bottomgradbar,trend,3,0,-1,0.125,5bd99e2bfdc9a90001728892,15,,5984,Thu Mar 14 2019 14:26:46 GMT 0000 (Greenwich Mean Time),-1,1,1,1,0.916666667,1,0.962772823,0.916666667
bar,trend,2,0,-1,0.125,5bd99e2bfdc9a90001728892,16,,4847,Thu Mar 14 2019 14:26:52 GMT 0000 (Greenwich Mean Time),-1,1,1,1,0.9375,1,0.9375,
brokenbar,trend,2,0.25,1,0.25,5bd99e2bfdc9a90001728892,17,,6360,Thu Mar 14 2019 14:26:59 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.675,0.55,0.675,
bar,trend,2,0.25,-1,0.125,5bd99e2bfdc9a90001728892,18,,7184,Thu Mar 14 2019 14:27:08 GMT 0000 (Greenwich Mean Time),-1,3,1,1,0.9375,1,0.9375,
bottomgradbar,trend,3,0.5,-1,0.125,5bd99e2bfdc9a90001728892,19,,5760,Thu Mar 14 2019 14:27:14 GMT 0000 (Greenwich Mean Time),-1,4,1,1,0.916666667,1,0.950752896,0.916666667
bottomgradbar,trend,2,0.25,1,0.25,5bd99e2bfdc9a90001728892,20,,8434,Thu Mar 14 2019 14:27:24 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.675,0.55,0.675,
bottomgradbar,trend,3,0.25,1,0.125,5bd99e2bfdc9a90001728892,21,,5551,Thu Mar 14 2019 14:27:30 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.633333333,0.55,0.592353519,0.633333333
bottomgradbar,trend,2,0.5,-1,0.125,5bd99e2bfdc9a90001728892,22,,5207,Thu Mar 14 2019 14:27:36 GMT 0000 (Greenwich Mean Time),-1,2,1,1,0.9375,1,0.9375,
bar,trend,3,0.25,1,0.125,5bd99e2bfdc9a90001728892,23,,5855,Thu Mar 14 2019 14:27:43 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.633333333,0.55,0.587937986,0.633333333
bar,trend,3,0.5,1,0.125,5bd99e2bfdc9a90001728892,24,,5920,Thu Mar 14 2019 14:27:50 GMT 0000 (Greenwich Mean Time),-1,4,0,0.55,0.633333333,0.55,0.599977929,0.633333333
bar,trend,2,0.5,-1,0.125,5bd99e2bfdc9a90001728892,25,,6135,Thu Mar 14 2019 14:27:57 GMT 0000 (Greenwich Mean Time),-1,2,1,1,0.9375,1,0.9375,
bottomgradbar,trend,3,0.5,-1,0.25,5bd99e2bfdc9a90001728892,26,,7313,Thu Mar 14 2019 14:28:05 GMT 0000 (Greenwich Mean Time),-1,3,1,1,0.833333333,1,0.921784392,0.833333333
brokenbar,trend,3,0.25,-1,0.125,5bd99e2bfdc9a90001728892,27,,5985,Thu Mar 14 2019 14:28:12 GMT 0000 (Greenwich Mean Time),-1,2,1,1,0.916666667,1,0.953561258,0.916666667
brokenbar,trend,3,0,1,0.25,5bd99e2bfdc9a90001728892,28,,5393,Thu Mar 14 2019 14:28:19 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.716666667,0.55,0.645563569,0.716666667
bottomgradbar,trend,2,0.25,-1,0.125,5bd99e2bfdc9a90001728892,29,,4472,Thu Mar 14 2019 14:28:24 GMT 0000 (Greenwich Mean Time),-1,2,1,1,0.9375,1,0.9375,
brokenbar,trend,3,0,1,0.125,5bd99e2bfdc9a90001728892,30,,8023,Thu Mar 14 2019 14:28:33 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.633333333,0.55,0.597627682,0.633333333
bottomgradbar,trend,3,0.25,-1,0.25,5bd99e2bfdc9a90001728892,31,,4223,Thu Mar 14 2019 14:28:38 GMT 0000 (Greenwich Mean Time),-1,2,1,1,0.833333333,1,0.926425095,0.833333333
brokenbar,trend,2,0,1,0.125,5bd99e2bfdc9a90001728892,32,,5455,Thu Mar 14 2019 14:28:44 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.6125,0.55,0.6125,
bottomgradbar,trend,2,0,1,0.25,5bd99e2bfdc9a90001728892,33,,4280,Thu Mar 14 2019 14:28:49 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.675,0.55,0.675,
bar,trend,2,0.5,1,0.25,5bd99e2bfdc9a90001728892,34,,3912,Thu Mar 14 2019 14:28:54 GMT 0000 (Greenwich Mean Time),1,4,1,0.55,0.675,0.55,0.675,
brokenbar,trend,3,0.25,1,0.25,5bd99e2bfdc9a90001728892,35,,4641,Thu Mar 14 2019 14:28:59 GMT 0000 (Greenwich Mean Time),1,4,1,0.55,0.716666667,0.55,0.653455435,0.716666667
bar,trend,3,0.25,1,0.25,5bd99e2bfdc9a90001728892,36,,3207,Thu Mar 14 2019 14:29:03 GMT 0000 (Greenwich Mean Time),1,4,1,0.55,0.716666667,0.55,0.638208203,0.716666667
bottomgradbar,trend,2,0,1,0.125,5bd99e2bfdc9a90001728892,37,,7672,Thu Mar 14 2019 14:29:11 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.6125,0.55,0.6125,
bar,trend,3,0.5,1,0.25,5bd99e2bfdc9a90001728892,38,,4185,Thu Mar 14 2019 14:29:16 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.716666667,0.55,0.619549069,0.716666667
brokenbar,trend,2,0,1,0.25,5bd99e2bfdc9a90001728892,39,,4025,Thu Mar 14 2019 14:29:21 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.675,0.55,0.675,
bar,trend,2,0.25,-1,0.25,5bd99e2bfdc9a90001728892,40,,4169,Thu Mar 14 2019 14:29:26 GMT 0000 (Greenwich Mean Time),-1,2,1,1,0.875,1,0.875,
brokenbar,trend,3,0.5,1,0.125,5bd99e2bfdc9a90001728892,41,,4311,Thu Mar 14 2019 14:29:31 GMT 0000 (Greenwich Mean Time),1,4,1,0.55,0.633333333,0.55,0.592956275,0.633333333
brokenbar,trend,3,0.5,-1,0.25,5bd99e2bfdc9a90001728892,42,,6626,Thu Mar 14 2019 14:29:38 GMT 0000 (Greenwich Mean Time),-1,4,1,1,0.833333333,1,0.905225042,0.833333333
brokenbar,trend,2,0.5,1,0.125,5bd99e2bfdc9a90001728892,43,,4903,Thu Mar 14 2019 14:29:44 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.6125,0.55,0.6125,
bar,trend,3,0,-1,0.125,5bd99e2bfdc9a90001728892,44,,4463,Thu Mar 14 2019 14:29:50 GMT 0000 (Greenwich Mean Time),-1,1,1,1,0.916666667,1,0.961385055,0.916666667
brokenbar,trend,3,0,-1,0.25,5c090a1a822fb40001a27936,1,1,12242,Thu Mar 14 2019 14:34:36 GMT 0000 (GMT),-1,2,1,1,0.833333333,1,0.920123718,0.833333333
bar,trend,2,0.5,1,0.25,5c090a1a822fb40001a27936,2,1,6773,Thu Mar 14 2019 14:34:51 GMT 0000 (GMT),1,3,1,0.55,0.675,0.55,0.675,
bottomgradbar,trend,3,0,1,0.125,5c090a1a822fb40001a27936,3,1,5592,Thu Mar 14 2019 14:34:59 GMT 0000 (GMT),1,2,1,0.55,0.633333333,0.55,0.586996112,0.633333333
bottomgradbar,trend,2,0,1,0.125,5c090a1a822fb40001a27936,4,1,5733,Thu Mar 14 2019 14:35:26 GMT 0000 (GMT),1,2,1,0.55,0.6125,0.55,0.6125,
bottomgradbar,trend,3,0.5,-1,0.25,5c090a1a822fb40001a27936,5,1,5833,Thu Mar 14 2019 14:35:34 GMT 0000 (GMT),-1,3,1,1,0.833333333,1,0.89612335,0.833333333
bottomgradbar,trend,3,0.5,-1,0.125,5c090a1a822fb40001a27936,6,1,4800,Thu Mar 14 2019 14:35:45 GMT 0000 (GMT),-1,2,1,1,0.916666667,1,0.948042454,0.916666667
bar,trend,3,0,1,0.25,5c090a1a822fb40001a27936,7,1,12674,Thu Mar 14 2019 14:35:59 GMT 0000 (GMT),1,2,1,0.55,0.716666667,0.55,0.633040082,0.716666667
bottomgradbar,trend,3,0.5,-1,0.125,5c090a1a822fb40001a27936,8,1,3942,Thu Mar 14 2019 14:36:05 GMT 0000 (GMT),-1,2,1,1,0.916666667,1,0.952236102,0.916666667
brokenbar,trend,3,0.25,-1,0.25,5c090a1a822fb40001a27936,9,,4189,Thu Mar 14 2019 14:36:24 GMT 0000 (GMT),-1,2,1,1,0.833333333,1,0.914212971,0.833333333
bottomgradbar,trend,3,0,-1,0.25,5c090a1a822fb40001a27936,10,,3931,Thu Mar 14 2019 14:36:47 GMT 0000 (GMT),-1,2,1,1,0.833333333,1,0.896170437,0.833333333
brokenbar,trend,2,0.5,1,0.25,5c090a1a822fb40001a27936,11,,5673,Thu Mar 14 2019 14:37:01 GMT 0000 (GMT),1,3,1,0.55,0.675,0.55,0.675,
brokenbar,trend,2,0,-1,0.25,5c090a1a822fb40001a27936,12,,3683,Thu Mar 14 2019 14:37:11 GMT 0000 (GMT),-1,2,1,1,0.875,1,0.875,
bar,trend,2,0.25,-1,0.125,5c090a1a822fb40001a27936,13,,4567,Thu Mar 14 2019 14:37:26 GMT 0000 (GMT),-1,1,1,1,0.9375,1,0.9375,
bar,trend,3,0.5,1,0.25,5c090a1a822fb40001a27936,14,,4529,Thu Mar 14 2019 14:38:05 GMT 0000 (GMT),1,2,1,0.55,0.716666667,0.55,0.615945593,0.716666667
brokenbar,trend,3,0.5,1,0.25,5c090a1a822fb40001a27936,15,,5015,Thu Mar 14 2019 14:38:19 GMT 0000 (GMT),1,2,1,0.55,0.716666667,0.55,0.644129551,0.716666667
bottomgradbar,trend,3,0.25,-1,0.25,5c090a1a822fb40001a27936,16,,4561,Thu Mar 14 2019 14:38:25 GMT 0000 (GMT),-1,2,1,1,0.833333333,1,0.921319594,0.833333333
bottomgradbar,trend,3,0,-1,0.125,5c090a1a822fb40001a27936,17,,4207,Thu Mar 14 2019 14:38:35 GMT 0000 (GMT),-1,1,1,1,0.916666667,1,0.95888949,0.916666667
brokenbar,trend,2,0.25,-1,0.125,5c090a1a822fb40001a27936,18,,11678,Thu Mar 14 2019 14:38:54 GMT 0000 (GMT),-1,2,1,1,0.9375,1,0.9375,
brokenbar,trend,3,0,-1,0.25,5c090a1a822fb40001a27936,19,,6018,Thu Mar 14 2019 14:39:05 GMT 0000 (GMT),-1,1,1,1,0.833333333,1,0.93429897,0.833333333
bar,trend,3,0.5,1,0.125,5c090a1a822fb40001a27936,20,,6808,Thu Mar 14 2019 14:39:20 GMT 0000 (GMT),1,1,1,0.55,0.633333333,0.55,0.583511441,0.633333333
bottomgradbar,trend,2,0.5,1,0.125,5c090a1a822fb40001a27936,21,,3818,Thu Mar 14 2019 14:39:29 GMT 0000 (GMT),1,2,1,0.55,0.6125,0.55,0.6125,
bar,trend,3,0.25,1,0.25,5c090a1a822fb40001a27936,22,,6265,Thu Mar 14 2019 14:39:42 GMT 0000 (GMT),1,2,1,0.55,0.716666667,0.55,0.645164156,0.716666667
bottomgradbar,trend,3,0.25,-1,0.125,5c090a1a822fb40001a27936,23,,3655,Thu Mar 14 2019 14:39:50 GMT 0000 (GMT),-1,1,1,1,0.916666667,1,0.954832178,0.916666667
bar,trend,2,0.25,1,0.25,5c090a1a822fb40001a27936,24,,4705,Thu Mar 14 2019 14:39:56 GMT 0000 (GMT),1,2,1,0.55,0.675,0.55,0.675,
bar,trend,2,0.5,-1,0.25,5c090a1a822fb40001a27936,25,,3823,Thu Mar 14 2019 14:40:04 GMT 0000 (GMT),-1,4,1,1,0.875,1,0.875,
brokenbar,trend,2,0,1,0.125,5c090a1a822fb40001a27936,26,,4594,Thu Mar 14 2019 14:40:19 GMT 0000 (GMT),1,1,1,0.55,0.6125,0.55,0.6125,
brokenbar,trend,2,0.25,-1,0.25,5c090a1a822fb40001a27936,27,,5980,Thu Mar 14 2019 14:40:28 GMT 0000 (GMT),-1,3,1,1,0.875,1,0.875,
bottomgradbar,trend,2,0.5,1,0.25,5c090a1a822fb40001a27936,28,,5208,Thu Mar 14 2019 14:40:38 GMT 0000 (GMT),1,3,1,0.55,0.675,0.55,0.675,
brokenbar,trend,2,0.5,-1,0.125,5c090a1a822fb40001a27936,29,,4603,Thu Mar 14 2019 14:41:04 GMT 0000 (GMT),-1,2,1,1,0.9375,1,0.9375,
bar,trend,2,0,-1,0.25,5c090a1a822fb40001a27936,30,,3596,Thu Mar 14 2019 14:41:08 GMT 0000 (GMT),-1,2,1,1,0.875,1,0.875,
brokenbar,trend,3,0.5,-1,0.125,5c090a1a822fb40001a27936,31,,4409,Thu Mar 14 2019 14:41:14 GMT 0000 (GMT),-1,1,1,1,0.916666667,1,0.960044083,0.916666667
bottomgradbar,trend,2,0.25,-1,0.25,5c090a1a822fb40001a27936,32,,3951,Thu Mar 14 2019 14:41:20 GMT 0000 (GMT),-1,2,1,1,0.875,1,0.875,
bottomgradbar,trend,2,0.25,-1,0.125,5c090a1a822fb40001a27936,33,,3418,Thu Mar 14 2019 14:41:24 GMT 0000 (GMT),-1,1,1,1,0.9375,1,0.9375,
bottomgradbar,trend,3,0.5,-1,0.125,5c090a1a822fb40001a27936,34,,6611,Thu Mar 14 2019 14:41:36 GMT 0000 (GMT),-1,1,1,1,0.916666667,1,0.963719386,0.916666667
bottomgradbar,trend,3,0.5,1,0.25,5c090a1a822fb40001a27936,35,,5394,Thu Mar 14 2019 14:41:52 GMT 0000 (GMT),1,2,1,0.55,0.716666667,0.55,0.641940428,0.716666667
bottomgradbar,trend,2,0,-1,0.25,5c090a1a822fb40001a27936,36,,5791,Thu Mar 14 2019 14:42:00 GMT 0000 (GMT),-1,2,1,1,0.875,1,0.875,
bar,trend,3,0,-1,0.25,5c090a1a822fb40001a27936,37,,4000,Thu Mar 14 2019 14:42:05 GMT 0000 (GMT),-1,1,1,1,0.833333333,1,0.925488441,0.833333333
brokenbar,trend,3,0.25,-1,0.125,5c090a1a822fb40001a27936,38,,3764,Thu Mar 14 2019 14:42:10 GMT 0000 (GMT),-1,1,1,1,0.916666667,1,0.964965853,0.916666667
brokenbar,trend,3,0,1,0.125,5c090a1a822fb40001a27936,39,,4191,Thu Mar 14 2019 14:42:16 GMT 0000 (GMT),1,1,1,0.55,0.633333333,0.55,0.582166408,0.633333333
bottomgradbar,trend,2,0,-1,0.125,5c090a1a822fb40001a27936,40,,3640,Thu Mar 14 2019 14:42:21 GMT 0000 (GMT),-1,1,1,1,0.9375,1,0.9375,
bar,trend,3,0.25,1,0.125,5c090a1a822fb40001a27936,41,,4427,Thu Mar 14 2019 14:42:26 GMT 0000 (GMT),1,1,1,0.55,0.633333333,0.55,0.587912848,0.633333333
bar,trend,2,0,1,0.125,5c090a1a822fb40001a27936,42,,5666,Thu Mar 14 2019 14:42:39 GMT 0000 (GMT),1,1,1,0.55,0.6125,0.55,0.6125,
bar,trend,2,0.5,1,0.125,5c090a1a822fb40001a27936,43,,4404,Thu Mar 14 2019 14:42:44 GMT 0000 (GMT),1,2,1,0.55,0.6125,0.55,0.6125,
bar,trend,3,0,-1,0.125,5c090a1a822fb40001a27936,44,,3567,Thu Mar 14 2019 14:42:49 GMT 0000 (GMT),-1,1,1,1,0.916666667,1,0.950404608,0.916666667
bar,trend,3,0,1,0.25,5c0d30d9395bab0001eefbd3,1,1,15864,Thu Mar 14 2019 15:36:08 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,2,1,0.55,0.716666667,0.55,0.614682592,0.716666667
bottomgradbar,trend,2,0,-1,0.125,5c0d30d9395bab0001eefbd3,2,1,11355,Thu Mar 14 2019 15:36:23 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,1,1,1,0.9375,1,0.9375,
bar,trend,2,0,1,0.125,5c0d30d9395bab0001eefbd3,3,1,8722,Thu Mar 14 2019 15:36:34 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,1,1,0.55,0.6125,0.55,0.6125,
brokenbar,trend,3,0,-1,0.25,5c0d30d9395bab0001eefbd3,4,1,11069,Thu Mar 14 2019 15:36:48 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,1,1,1,0.833333333,1,0.937404313,0.833333333
bottomgradbar,trend,3,0.5,-1,0.125,5c0d30d9395bab0001eefbd3,5,1,9120,Thu Mar 14 2019 15:36:59 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,1,1,1,0.916666667,1,0.956681709,0.916666667
bottomgradbar,trend,2,0.5,-1,0.25,5c0d30d9395bab0001eefbd3,6,1,18052,Thu Mar 14 2019 15:37:19 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,3,1,1,0.875,1,0.875,
brokenbar,trend,2,0.5,-1,0.25,5c0d30d9395bab0001eefbd3,7,1,21342,Thu Mar 14 2019 15:37:42 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,4,1,1,0.875,1,0.875,
brokenbar,trend,2,0.5,-1,0.125,5c0d30d9395bab0001eefbd3,8,1,10685,Thu Mar 14 2019 15:37:55 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,3,1,1,0.9375,1,0.9375,
bar,trend,3,0.25,1,0.125,5c0d30d9395bab0001eefbd3,9,,14220,Thu Mar 14 2019 15:38:12 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,2,1,0.55,0.633333333,0.55,0.600820233,0.633333333
bottomgradbar,trend,3,0.25,-1,0.25,5c0d30d9395bab0001eefbd3,10,,8219,Thu Mar 14 2019 15:38:22 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,2,1,1,0.833333333,1,0.93694995,0.833333333
brokenbar,trend,2,0,-1,0.25,5c0d30d9395bab0001eefbd3,11,,9480,Thu Mar 14 2019 15:38:34 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,1,1,1,0.875,1,0.875,
bar,trend,2,0.25,-1,0.25,5c0d30d9395bab0001eefbd3,12,,8501,Thu Mar 14 2019 15:38:44 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,3,1,1,0.875,1,0.875,
bar,trend,2,0,1,0.125,5c0d30d9395bab0001eefbd3,13,,13804,Thu Mar 14 2019 15:39:00 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,1,1,0.55,0.6125,0.55,0.6125,
bottomgradbar,trend,3,0.25,-1,0.125,5c0d30d9395bab0001eefbd3,14,,10719,Thu Mar 14 2019 15:39:12 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,1,1,1,0.916666667,1,0.959191613,0.916666667
brokenbar,trend,3,0.5,-1,0.25,5c0d30d9395bab0001eefbd3,15,,14309,Thu Mar 14 2019 15:39:28 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,4,1,1,0.833333333,1,0.913668672,0.833333333
brokenbar,trend,2,0.25,-1,0.25,5c0d30d9395bab0001eefbd3,16,,7228,Thu Mar 14 2019 15:39:38 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,3,1,1,0.875,1,0.875,
bottomgradbar,trend,3,0,1,0.25,5c0d30d9395bab0001eefbd3,17,,9107,Thu Mar 14 2019 15:39:49 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,1,1,0.55,0.716666667,0.55,0.64212753,0.716666667
bar,trend,3,0.5,1,0.25,5c0d30d9395bab0001eefbd3,18,,8803,Thu Mar 14 2019 15:40:00 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,5,1,0.55,0.716666667,0.55,0.625467315,0.716666667
bottomgradbar,trend,2,0.25,1,0.125,5c0d30d9395bab0001eefbd3,19,,8960,Thu Mar 14 2019 15:40:11 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,2,1,0.55,0.6125,0.55,0.6125,
bottomgradbar,trend,3,0,1,0.125,5c0d30d9395bab0001eefbd3,20,,8778,Thu Mar 14 2019 15:40:21 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,1,1,0.55,0.633333333,0.55,0.601746713,0.633333333
brokenbar,trend,2,0.25,-1,0.125,5c0d30d9395bab0001eefbd3,21,,5162,Thu Mar 14 2019 15:40:29 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,2,1,1,0.9375,1,0.9375,
bottomgradbar,trend,2,0.5,-1,0.125,5c0d30d9395bab0001eefbd3,22,,7526,Thu Mar 14 2019 15:40:38 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,3,1,1,0.9375,1,0.9375,
brokenbar,trend,3,0,1,0.125,5c0d30d9395bab0001eefbd3,23,,5673,Thu Mar 14 2019 15:40:45 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,1,1,0.55,0.633333333,0.55,0.584572098,0.633333333
bottomgradbar,trend,3,0.5,-1,0.125,5c0d30d9395bab0001eefbd3,24,,5764,Thu Mar 14 2019 15:40:54 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,3,1,1,0.916666667,1,0.95593074,0.916666667
bottomgradbar,trend,2,0,1,0.125,5c0d30d9395bab0001eefbd3,25,,6810,Thu Mar 14 2019 15:41:04 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,1,1,0.55,0.6125,0.55,0.6125,
brokenbar,trend,3,0.25,-1,0.25,5c0d30d9395bab0001eefbd3,26,,8609,Thu Mar 14 2019 15:41:14 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,3,1,1,0.833333333,1,0.899508074,0.833333333
brokenbar,trend,3,0,-1,0.25,5c0d30d9395bab0001eefbd3,27,,6995,Thu Mar 14 2019 15:41:23 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,1,1,1,0.833333333,1,0.926912069,0.833333333
bar,trend,3,0.5,1,0.125,5c0d30d9395bab0001eefbd3,28,,7202,Thu Mar 14 2019 15:41:32 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,3,1,0.55,0.633333333,0.55,0.593876292,0.633333333
bottomgradbar,trend,2,0.25,1,0.25,5c0d30d9395bab0001eefbd3,29,,6623,Thu Mar 14 2019 15:41:41 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,3,1,0.55,0.675,0.55,0.675,
