visType,labelType,framing,dataSize,truncationLevel,trendDirection,slope,id,index,training,rt,timestamp,qTrend,qSeverity,qFirst,qLast,correct,firstX,lastX,exp,x0,x1,x2
bar,none,trend,3,0,-1,0.25,5c6a3c721519ac0001668582,30,,11784,Wed Jul 17 2019 15:56:42 GMT-0700 (Pacific Daylight Time),-1,3,1,0.75,1,1,0.833333333,exp3,1,0.92526052,0.833333333
brokenbar,none,trend,3,0,-1,0.125,5c6a3c721519ac0001668582,31,,7976,Wed Jul 17 2019 15:56:51 GMT-0700 (Pacific Daylight Time),-1,2,1,0.9,1,1,0.916666667,exp3,1,0.967195624,0.916666667
brokenbar,none,trend,2,0.5,-1,0.125,5c6a3c721519ac0001668582,32,,5599,Wed Jul 17 2019 15:56:57 GMT-0700 (Pacific Daylight Time),-1,3,1,0.85,1,1,0.9375,exp3,1,0.9375,
bottomgradbar,none,trend,3,0,1,0.125,5c6a3c721519ac0001668582,33,,6602,Wed Jul 17 2019 15:57:04 GMT-0700 (Pacific Daylight Time),1,3,0.5,0.6,1,0.55,0.633333333,exp3,0.55,0.599472749,0.633333333
bar,none,trend,3,0,1,0.125,5c6a3c721519ac0001668582,34,,5361,Wed Jul 17 2019 15:57:10 GMT-0700 (Pacific Daylight Time),1,3,0.5,0.6,1,0.55,0.633333333,exp3,0.55,0.591876245,0.633333333
bar,none,trend,2,0.5,-1,0.125,5c6a3c721519ac0001668582,35,,7956,Wed Jul 17 2019 15:57:18 GMT-0700 (Pacific Daylight Time),-1,2,1,0.85,1,1,0.9375,exp3,1,0.9375,
bar,none,trend,3,0.5,-1,0.25,5c6a3c721519ac0001668582,36,,16646,Wed Jul 17 2019 15:57:36 GMT-0700 (Pacific Daylight Time),-1,5,1,0.85,1,1,0.833333333,exp3,1,0.90915179,0.833333333
brokenbar,none,trend,2,0,-1,0.125,5c6a3c721519ac0001668582,37,,5641,Wed Jul 17 2019 15:57:42 GMT-0700 (Pacific Daylight Time),-1,3,1,0.9,1,1,0.9375,exp3,1,0.9375,
brokenbar,none,trend,3,0,-1,0.25,5c6a3c721519ac0001668582,38,,9454,Wed Jul 17 2019 15:57:52 GMT-0700 (Pacific Daylight Time),-1,2,1,0.8,1,1,0.833333333,exp3,1,0.899603532,0.833333333
bar,none,trend,2,0,-1,0.125,5c6a3c721519ac0001668582,39,,5873,Wed Jul 17 2019 15:57:59 GMT-0700 (Pacific Daylight Time),-1,2,1,0.9,1,1,0.9375,exp3,1,0.9375,
bottomgradbar,none,trend,2,0.25,1,0.125,5c6a3c721519ac0001668582,40,,9923,Wed Jul 17 2019 15:58:09 GMT-0700 (Pacific Daylight Time),1,3,0.35,0.5,1,0.55,0.6125,exp3,0.55,0.6125,
brokenbar,none,trend,3,0.25,1,0.125,5c6a3c721519ac0001668582,41,,22104,Wed Jul 17 2019 15:58:32 GMT-0700 (Pacific Daylight Time),1,3,0.35,0.5,1,0.55,0.633333333,exp3,0.55,0.581271975,0.633333333
bottomgradbar,none,trend,3,0.25,1,0.125,5c6a3c721519ac0001668582,42,,10173,Wed Jul 17 2019 15:58:43 GMT-0700 (Pacific Daylight Time),1,3,0.4,0.5,1,0.55,0.633333333,exp3,0.55,0.585147971,0.633333333
bottomgradbar,none,trend,3,0,-1,0.25,5c6a3c721519ac0001668582,43,,5854,Wed Jul 17 2019 15:58:49 GMT-0700 (Pacific Daylight Time),-1,2,1,0.8,1,1,0.833333333,exp3,1,0.929656139,0.833333333
bottomgradbar,none,trend,3,0.5,-1,0.25,5c6a3c721519ac0001668582,44,,7704,Wed Jul 17 2019 15:58:57 GMT-0700 (Pacific Daylight Time),-1,3,1,0.8,1,1,0.833333333,exp3,1,0.913029229,0.833333333
bottomgradbar,none,trend,2,0,-1,0.125,5c951237f025e90016841ba1,1,1,45912,Wed Jul 17 2019 17:16:07 GMT-0500 (Central Daylight Time),-1,1,1,0.9,1,1,0.9375,exp3,1,0.9375,
bar,none,trend,2,0,1,0.25,5c951237f025e90016841ba1,2,1,31660,Wed Jul 17 2019 17:16:46 GMT-0500 (Central Daylight Time),1,2,0.5,0.75,1,0.55,0.675,exp3,0.55,0.675,
bottomgradbar,none,trend,3,0.5,1,0.25,5c951237f025e90016841ba1,3,1,37770,Wed Jul 17 2019 17:17:27 GMT-0500 (Central Daylight Time),1,3,0.55,0.75,1,0.55,0.716666667,exp3,0.55,0.641599839,0.716666667
bottomgradbar,none,trend,3,0.5,-1,0.125,5c951237f025e90016841ba1,4,1,41650,Wed Jul 17 2019 17:18:10 GMT-0500 (Central Daylight Time),-1,1,1,0.85,1,1,0.916666667,exp3,1,0.960905814,0.916666667
bar,none,trend,3,0.5,1,0.25,5c951237f025e90016841ba1,5,1,33436,Wed Jul 17 2019 17:18:49 GMT-0500 (Central Daylight Time),1,2,0.55,0.7,1,0.55,0.716666667,exp3,0.55,0.62218791,0.716666667
brokenbar,none,trend,3,0,1,0.25,5c951237f025e90016841ba1,6,1,262499,Wed Jul 17 2019 17:23:16 GMT-0500 (Central Daylight Time),1,2,0.5,0.75,1,0.55,0.716666667,exp3,0.55,0.637410005,0.716666667
bar,none,trend,2,0,-1,0.125,5c951237f025e90016841ba1,7,1,62508,Wed Jul 17 2019 17:24:22 GMT-0500 (Central Daylight Time),-1,1,1,0.9,1,1,0.9375,exp3,1,0.9375,
brokenbar,none,trend,3,0.5,-1,0.125,5c951237f025e90016841ba1,8,1,22234,Wed Jul 17 2019 17:24:47 GMT-0500 (Central Daylight Time),-1,1,1,0.9,1,1,0.916666667,exp3,1,0.953956364,0.916666667
brokenbar,none,trend,2,0,-1,0.125,5c951237f025e90016841ba1,9,,21376,Wed Jul 17 2019 17:25:10 GMT-0500 (Central Daylight Time),-1,1,1,0.85,1,1,0.9375,exp3,1,0.9375,
bar,none,trend,2,0.25,1,0.25,5c951237f025e90016841ba1,10,,147418,Wed Jul 17 2019 17:27:44 GMT-0500 (Central Daylight Time),1,2,0.5,0.63,1,0.55,0.675,exp3,0.55,0.675,
bottomgradbar,none,trend,3,0.25,1,0.125,5c951237f025e90016841ba1,11,,35887,Wed Jul 17 2019 17:28:21 GMT-0500 (Central Daylight Time),1,1,0.55,0.63,1,0.55,0.633333333,exp3,0.55,0.601655535,0.633333333
bar,none,trend,3,0.25,1,0.125,5c951237f025e90016841ba1,12,,38974,Wed Jul 17 2019 17:29:02 GMT-0500 (Central Daylight Time),1,1,0.5,0.63,1,0.55,0.633333333,exp3,0.55,0.593568845,0.633333333
bottomgradbar,none,trend,3,0,-1,0.125,5c951237f025e90016841ba1,13,,35616,Wed Jul 17 2019 17:29:41 GMT-0500 (Central Daylight Time),-1,1,1,0.9,1,1,0.916666667,exp3,1,0.96858475,0.916666667
bottomgradbar,none,trend,2,0,1,0.25,5c951237f025e90016841ba1,14,,30404,Wed Jul 17 2019 17:30:14 GMT-0500 (Central Daylight Time),1,2,0.5,0.65,1,0.55,0.675,exp3,0.55,0.675,
bottomgradbar,none,trend,3,0.25,1,0.25,5c951237f025e90016841ba1,15,,69399,Wed Jul 17 2019 17:31:25 GMT-0500 (Central Daylight Time),1,3,0.41,0.8,1,0.55,0.716666667,exp3,0.55,0.629527981,0.716666667
bottomgradbar,none,trend,3,0.5,1,0.125,5c951237f025e90016841ba1,16,,47501,Wed Jul 17 2019 17:32:15 GMT-0500 (Central Daylight Time),1,1,0.52,0.65,1,0.55,0.633333333,exp3,0.55,0.595356335,0.633333333
bar,none,trend,2,0.5,1,0.125,5c951237f025e90016841ba1,17,,54107,Wed Jul 17 2019 17:33:11 GMT-0500 (Central Daylight Time),1,2,0.53,0.63,1,0.55,0.6125,exp3,0.55,0.6125,
bar,none,trend,3,0.5,1,0.125,5c951237f025e90016841ba1,18,,48031,Wed Jul 17 2019 17:34:02 GMT-0500 (Central Daylight Time),1,1,0.58,0.67,1,0.55,0.633333333,exp3,0.55,0.594912442,0.633333333
bottomgradbar,none,trend,3,0.5,-1,0.25,5c951237f025e90016841ba1,19,,74361,Wed Jul 17 2019 17:35:19 GMT-0500 (Central Daylight Time),-1,2,1,0.83,1,1,0.833333333,exp3,1,0.926434889,0.833333333
bar,none,trend,2,0.25,-1,0.125,5c951237f025e90016841ba1,20,,43427,Wed Jul 17 2019 17:36:04 GMT-0500 (Central Daylight Time),-1,2,1,0.88,1,1,0.9375,exp3,1,0.9375,
bar,none,trend,3,0,1,0.25,5c951237f025e90016841ba1,21,,59179,Wed Jul 17 2019 17:37:05 GMT-0500 (Central Daylight Time),1,3,0.5,0.67,1,0.55,0.716666667,exp3,0.55,0.651620306,0.716666667
brokenbar,none,trend,2,0.5,-1,0.25,5c951237f025e90016841ba1,22,,33482,Wed Jul 17 2019 17:37:41 GMT-0500 (Central Daylight Time),-1,2,1,0.88,1,1,0.875,exp3,1,0.875,
bar,none,trend,3,0.5,-1,0.25,5c951237f025e90016841ba1,23,,32990,Wed Jul 17 2019 17:38:16 GMT-0500 (Central Daylight Time),-1,2,1,0.84,1,1,0.833333333,exp3,1,0.918807215,0.833333333
bar,none,trend,3,0.25,-1,0.25,5c951237f025e90016841ba1,24,,26313,Wed Jul 17 2019 17:38:44 GMT-0500 (Central Daylight Time),-1,2,1,0.87,1,1,0.833333333,exp3,1,0.928746941,0.833333333
bar,none,trend,2,0,1,0.25,5c951237f025e90016841ba1,25,,46618,Wed Jul 17 2019 17:39:33 GMT-0500 (Central Daylight Time),1,3,0.52,0.7,1,0.55,0.675,exp3,0.55,0.675,
brokenbar,none,trend,3,0.25,-1,0.125,5c951237f025e90016841ba1,26,,33661,Wed Jul 17 2019 17:40:08 GMT-0500 (Central Daylight Time),-1,1,1,0.91,1,1,0.916666667,exp3,1,0.964356214,0.916666667
brokenbar,none,trend,3,0.5,1,0.125,5c951237f025e90016841ba1,27,,35424,Wed Jul 17 2019 17:40:45 GMT-0500 (Central Daylight Time),1,1,0.55,0.63,1,0.55,0.633333333,exp3,0.55,0.582926568,0.633333333
brokenbar,none,trend,2,0,-1,0.25,5c951237f025e90016841ba1,28,,17184,Wed Jul 17 2019 17:41:04 GMT-0500 (Central Daylight Time),-1,3,1,0.8,1,1,0.875,exp3,1,0.875,
brokenbar,none,trend,3,0,-1,0.25,5c951237f025e90016841ba1,29,,26797,Wed Jul 17 2019 17:41:33 GMT-0500 (Central Daylight Time),-1,3,1,0.75,1,1,0.833333333,exp3,1,0.932323831,0.833333333
brokenbar,none,trend,3,0.5,1,0.25,5c951237f025e90016841ba1,30,,39866,Wed Jul 17 2019 17:42:15 GMT-0500 (Central Daylight Time),1,2,0.55,0.7,1,0.55,0.716666667,exp3,0.55,0.652725138,0.716666667
brokenbar,none,trend,3,0.25,-1,0.25,5c951237f025e90016841ba1,31,,31151,Wed Jul 17 2019 17:42:50 GMT-0500 (Central Daylight Time),-1,2,1,0.85,1,1,0.833333333,exp3,1,0.89630021,0.833333333
bottomgradbar,none,trend,2,0.5,1,0.125,5c951237f025e90016841ba1,32,,30107,Wed Jul 17 2019 17:43:22 GMT-0500 (Central Daylight Time),1,1,0.55,0.6,1,0.55,0.6125,exp3,0.55,0.6125,
bottomgradbar,none,trend,2,0.5,-1,0.25,5c951237f025e90016841ba1,33,,71641,Wed Jul 17 2019 17:44:36 GMT-0500 (Central Daylight Time),-1,2,1,0.88,1,1,0.875,exp3,1,0.875,
bottomgradbar,none,trend,2,0.25,1,0.125,5c951237f025e90016841ba1,34,,64767,Wed Jul 17 2019 17:45:43 GMT-0500 (Central Daylight Time),1,3,0.5,0.67,1,0.55,0.6125,exp3,0.55,0.6125,
brokenbar,none,trend,3,0,1,0.125,5c951237f025e90016841ba1,35,,20168,Wed Jul 17 2019 17:46:05 GMT-0500 (Central Daylight Time),1,2,0.5,0.6,1,0.55,0.633333333,exp3,0.55,0.596897497,0.633333333
bar,none,trend,2,0,-1,0.125,5c951237f025e90016841ba1,36,,19206,Wed Jul 17 2019 17:46:26 GMT-0500 (Central Daylight Time),-1,1,1,0.92,1,1,0.9375,exp3,1,0.9375,
brokenbar,none,trend,2,0.5,-1,0.125,5c951237f025e90016841ba1,37,,40281,Wed Jul 17 2019 17:47:08 GMT-0500 (Central Daylight Time),-1,1,1,0.92,1,1,0.9375,exp3,1,0.9375,
brokenbar,none,trend,2,0.25,1,0.25,5c951237f025e90016841ba1,38,,61382,Wed Jul 17 2019 17:48:11 GMT-0500 (Central Daylight Time),1,1,0.55,0.63,1,0.55,0.675,exp3,0.55,0.675,
bottomgradbar,none,trend,2,0.25,1,0.25,5c951237f025e90016841ba1,39,,60670,Wed Jul 17 2019 17:49:13 GMT-0500 (Central Daylight Time),1,1,0.55,0.63,1,0.55,0.675,exp3,0.55,0.675,
bar,none,trend,3,0,1,0.125,5c951237f025e90016841ba1,40,,18830,Wed Jul 17 2019 17:49:34 GMT-0500 (Central Daylight Time),1,3,0.5,0.7,1,0.55,0.633333333,exp3,0.55,0.599334611,0.633333333
bar,none,trend,2,0.5,1,0.25,5c951237f025e90016841ba1,41,,27042,Wed Jul 17 2019 17:50:03 GMT-0500 (Central Daylight Time),1,2,0.52,0.67,1,0.55,0.675,exp3,0.55,0.675,
brokenbar,none,trend,2,0.25,1,0.125,5c951237f025e90016841ba1,42,,33501,Wed Jul 17 2019 17:50:38 GMT-0500 (Central Daylight Time),1,2,0.55,0.67,1,0.55,0.6125,exp3,0.55,0.6125,
bottomgradbar,none,trend,2,0,-1,0.125,5c951237f025e90016841ba1,43,,20394,Wed Jul 17 2019 17:51:00 GMT-0500 (Central Daylight Time),-1,2,1,0.85,1,1,0.9375,exp3,1,0.9375,
bottomgradbar,none,trend,3,0,-1,0.25,5c951237f025e90016841ba1,44,,47233,Wed Jul 17 2019 17:51:49 GMT-0500 (Central Daylight Time),-1,2,1,0.85,1,1,0.833333333,exp3,1,0.93696644,0.833333333
bottomgradbar,none,trend,2,0.5,-1,0.125,5cb0e7366369f400135b8879,1,1,125950,Wed Jul 17 2019 15:39:43 GMT-0700 (PDT),-1,2,1,0.85,1,1,0.9375,exp3,1,0.9375,
bottomgradbar,none,trend,2,0.5,1,0.25,5cb0e7366369f400135b8879,2,1,43074,Wed Jul 17 2019 15:40:29 GMT-0700 (PDT),1,3,0.53,0.63,1,0.55,0.675,exp3,0.55,0.675,
brokenbar,none,trend,2,0,1,0.125,5cb0e7366369f400135b8879,3,1,29947,Wed Jul 17 2019 15:41:01 GMT-0700 (PDT),1,2,0.6,0.65,1,0.55,0.6125,exp3,0.55,0.6125,
bar,none,trend,3,0.5,1,0.25,5cb0e7366369f400135b8879,4,1,55085,Wed Jul 17 2019 15:42:00 GMT-0700 (PDT),1,3,0.52,0.6,1,0.55,0.716666667,exp3,0.55,0.632414279,0.716666667
brokenbar,none,trend,3,0.5,-1,0.125,5cb0e7366369f400135b8879,5,1,32520,Wed Jul 17 2019 15:42:35 GMT-0700 (PDT),-1,1,1,0.95,1,1,0.916666667,exp3,1,0.957037597,0.916666667
bottomgradbar,none,trend,3,0,1,0.25,5cb0e7366369f400135b8879,6,1,23047,Wed Jul 17 2019 15:43:00 GMT-0700 (PDT),1,4,0.5,0.6,1,0.55,0.716666667,exp3,0.55,0.643608592,0.716666667
bottomgradbar,none,trend,3,0,1,0.125,5cb0e7366369f400135b8879,7,1,16187,Wed Jul 17 2019 15:43:19 GMT-0700 (PDT),1,1,0.5,0.52,1,0.55,0.633333333,exp3,0.55,0.592214043,0.633333333
bar,none,trend,3,0,1,0.25,5cb0e7366369f400135b8879,8,1,15200,Wed Jul 17 2019 15:43:36 GMT-0700 (PDT),1,2,0.5,0.65,1,0.55,0.716666667,exp3,0.55,0.625995305,0.716666667
brokenbar,none,trend,2,0.5,-1,0.125,5cb0e7366369f400135b8879,9,,13982,Wed Jul 17 2019 15:43:52 GMT-0700 (PDT),-1,1,1,0.98,1,1,0.9375,exp3,1,0.9375,
brokenbar,none,trend,3,0.25,1,0.25,5cb0e7366369f400135b8879,10,,20412,Wed Jul 17 2019 15:44:14 GMT-0700 (PDT),1,3,0.5,0.6,1,0.55,0.716666667,exp3,0.55,0.652115232,0.716666667
bottomgradbar,none,trend,3,0.5,1,0.25,5cb0e7366369f400135b8879,11,,21898,Wed Jul 17 2019 15:44:38 GMT-0700 (PDT),1,1,0.52,0.55,1,0.55,0.716666667,exp3,0.55,0.620367433,0.716666667
bottomgradbar,none,trend,3,0,-1,0.25,5cb0e7366369f400135b8879,12,,16703,Wed Jul 17 2019 15:44:58 GMT-0700 (PDT),-1,3,1,0.8,1,1,0.833333333,exp3,1,0.902540873,0.833333333
bottomgradbar,none,trend,2,0,1,0.125,5cb0e7366369f400135b8879,13,,21484,Wed Jul 17 2019 15:45:21 GMT-0700 (PDT),1,4,0.5,0.6,1,0.55,0.6125,exp3,0.55,0.6125,
brokenbar,none,trend,2,0,1,0.25,5cb0e7366369f400135b8879,14,,12844,Wed Jul 17 2019 15:45:36 GMT-0700 (PDT),1,4,0.55,0.65,1,0.55,0.675,exp3,0.55,0.675,
brokenbar,none,trend,2,0,-1,0.125,5cb0e7366369f400135b8879,15,,13128,Wed Jul 17 2019 15:45:51 GMT-0700 (PDT),-1,2,1,0.95,1,1,0.9375,exp3,1,0.9375,
bottomgradbar,none,trend,2,0.5,1,0.125,5cb0e7366369f400135b8879,16,,19374,Wed Jul 17 2019 15:46:14 GMT-0700 (PDT),1,2,0.55,0.6,1,0.55,0.6125,exp3,0.55,0.6125,
bar,none,trend,2,0.25,-1,0.25,5cb0e7366369f400135b8879,17,,14850,Wed Jul 17 2019 15:46:30 GMT-0700 (PDT),1,3,1,0.9,0,1,0.875,exp3,1,0.875,
brokenbar,none,trend,3,0.5,1,0.125,5cb0e7366369f400135b8879,18,,15782,Wed Jul 17 2019 15:46:47 GMT-0700 (PDT),1,1,0.55,0.6,1,0.55,0.633333333,exp3,0.55,0.598141641,0.633333333
brokenbar,none,trend,3,0,1,0.25,5cb0e7366369f400135b8879,19,,16837,Wed Jul 17 2019 15:47:06 GMT-0700 (PDT),1,3,0.5,0.65,1,0.55,0.716666667,exp3,0.55,0.643190022,0.716666667
bottomgradbar,none,trend,3,0.25,1,0.25,5cb0e7366369f400135b8879,20,,35211,Wed Jul 17 2019 15:47:43 GMT-0700 (PDT),1,4,0.5,0.75,1,0.55,0.716666667,exp3,0.55,0.615057228,0.716666667
bar,none,trend,3,0.5,1,0.125,5cb0e7366369f400135b8879,21,,18558,Wed Jul 17 2019 15:48:04 GMT-0700 (PDT),1,2,0.55,0.65,1,0.55,0.633333333,exp3,0.55,0.597214736,0.633333333
bar,none,trend,2,0,-1,0.125,5cb0e7366369f400135b8879,22,,22696,Wed Jul 17 2019 15:48:29 GMT-0700 (PDT),-1,1,1,0.95,1,1,0.9375,exp3,1,0.9375,
bar,none,trend,3,0.5,1,0.25,5cb0e7366369f400135b8879,23,,23175,Wed Jul 17 2019 15:48:53 GMT-0700 (PDT),1,4,0.52,0.68,1,0.55,0.716666667,exp3,0.55,0.623479272,0.716666667
bottomgradbar,none,trend,3,0.5,1,0.125,5cb0e7366369f400135b8879,24,,13363,Wed Jul 17 2019 15:49:08 GMT-0700 (PDT),1,2,0.55,0.6,1,0.55,0.633333333,exp3,0.55,0.589910112,0.633333333
bottomgradbar,none,trend,2,0.5,-1,0.25,5cb0e7366369f400135b8879,25,,19090,Wed Jul 17 2019 15:49:30 GMT-0700 (PDT),-1,5,1,0.8,1,1,0.875,exp3,1,0.875,
bottomgradbar,none,trend,2,0.25,1,0.25,5cb0e7366369f400135b8879,26,,32168,Wed Jul 17 2019 15:50:04 GMT-0700 (PDT),1,3,0.5,0.6,1,0.55,0.675,exp3,0.55,0.675,
bar,none,trend,2,0.5,-1,0.25,5cb0e7366369f400135b8879,27,,17491,Wed Jul 17 2019 15:50:23 GMT-0700 (PDT),-1,4,1,0.8,1,1,0.875,exp3,1,0.875,
brokenbar,none,trend,2,0.5,1,0.25,5cb0e7366369f400135b8879,28,,38414,Wed Jul 17 2019 15:51:04 GMT-0700 (PDT),1,2,0.52,0.6,1,0.55,0.675,exp3,0.55,0.675,
bar,none,trend,2,0.25,1,0.125,5cb0e7366369f400135b8879,29,,21029,Wed Jul 17 2019 15:51:27 GMT-0700 (PDT),1,1,0.5,0.55,1,0.55,0.6125,exp3,0.55,0.6125,
bar,none,trend,3,0,-1,0.125,5cb0e7366369f400135b8879,30,,12594,Wed Jul 17 2019 15:51:42 GMT-0700 (PDT),-1,1,1,0.95,1,1,0.916666667,exp3,1,0.94995375,0.916666667
bottomgradbar,none,trend,2,0,1,0.25,5cb0e7366369f400135b8879,31,,14065,Wed Jul 17 2019 15:51:57 GMT-0700 (PDT),1,4,0.55,0.7,1,0.55,0.675,exp3,0.55,0.675,
bar,none,trend,2,0.5,-1,0.125,5cb0e7366369f400135b8879,32,,10607,Wed Jul 17 2019 15:52:10 GMT-0700 (PDT),-1,4,1,0.9,1,1,0.9375,exp3,1,0.9375,
brokenbar,none,trend,3,0.5,-1,0.25,5cb0e7366369f400135b8879,33,,13012,Wed Jul 17 2019 15:52:25 GMT-0700 (PDT),-1,4,1,0.7,1,1,0.833333333,exp3,1,0.904447459,0.833333333
bar,none,trend,3,0,-1,0.25,5cb0e7366369f400135b8879,34,,12504,Wed Jul 17 2019 15:52:40 GMT-0700 (PDT),-1,3,1,0.8,1,1,0.833333333,exp3,1,0.930355214,0.833333333
bar,none,trend,3,0.25,-1,0.125,5cb0e7366369f400135b8879,35,,19243,Wed Jul 17 2019 15:53:01 GMT-0700 (PDT),-1,2,1,0.95,1,1,0.916666667,exp3,1,0.949992531,0.916666667
bottomgradbar,none,trend,3,0.25,-1,0.125,5cb0e7366369f400135b8879,36,,16155,Wed Jul 17 2019 15:53:24 GMT-0700 (PDT),-1,1,1,0.95,1,1,0.916666667,exp3,1,0.968446408,0.916666667
brokenbar,none,trend,2,0.25,-1,0.25,5cb0e7366369f400135b8879,37,,14495,Wed Jul 17 2019 15:53:41 GMT-0700 (PDT),-1,4,1,0.85,1,1,0.875,exp3,1,0.875,
bottomgradbar,none,trend,3,0,1,0.125,5cb0e7366369f400135b8879,38,,13362,Wed Jul 17 2019 15:53:58 GMT-0700 (PDT),1,2,0.5,0.6,1,0.55,0.633333333,exp3,0.55,0.591498257,0.633333333
bottomgradbar,none,trend,2,0.25,1,0.125,5cb0e7366369f400135b8879,39,,17923,Wed Jul 17 2019 15:54:18 GMT-0700 (PDT),1,2,0.5,0.55,1,0.55,0.6125,exp3,0.55,0.6125,
brokenbar,none,trend,3,0,-1,0.125,5cb0e7366369f400135b8879,40,,9635,Wed Jul 17 2019 15:54:29 GMT-0700 (PDT),-1,1,1,0.9,1,1,0.916666667,exp3,1,0.951529895,0.916666667
bar,none,trend,3,0.25,-1,0.25,5cb0e7366369f400135b8879,41,,13262,Wed Jul 17 2019 15:54:44 GMT-0700 (PDT),-1,3,1,0.75,1,1,0.833333333,exp3,1,0.904196996,0.833333333
bar,none,trend,2,0,-1,0.25,5cb0e7366369f400135b8879,42,,17002,Wed Jul 17 2019 15:55:03 GMT-0700 (PDT),-1,2,1,0.95,1,1,0.875,exp3,1,0.875,
brokenbar,none,trend,2,0.25,-1,0.125,5cb0e7366369f400135b8879,43,,15334,Wed Jul 17 2019 15:55:20 GMT-0700 (PDT),-1,1,1,0.95,1,1,0.9375,exp3,1,0.9375,
brokenbar,none,trend,3,0.25,1,0.125,5cb0e7366369f400135b8879,44,,25723,Wed Jul 17 2019 15:55:47 GMT-0700 (PDT),1,1,0.55,0.57,1,0.55,0.633333333,exp3,0.55,0.590872479,0.633333333
bar,none,trend,2,0,-1,0.125,5ccc9e18e776040001ddadc7,1,1,28399,Wed Jul 17 2019 15:26:28 GMT-0700 (Pacific Daylight Time),-1,2,1,0.95,1,1,0.9375,exp3,1,0.9375,
bottomgradbar,none,trend,2,0.5,-1,0.25,5ccc9e18e776040001ddadc7,2,1,35433,Wed Jul 17 2019 15:27:06 GMT-0700 (Pacific Daylight Time),-1,3,1,0.8,1,1,0.875,exp3,1,0.875,
brokenbar,none,trend,3,0.5,1,0.125,5ccc9e18e776040001ddadc7,3,1,25010,Wed Jul 17 2019 15:27:32 GMT-0700 (Pacific Daylight Time),1,2,0.55,0.6,1,0.55,0.633333333,exp3,0.55,0.582163175,0.633333333
bottomgradbar,none,trend,2,0.5,1,0.125,5ccc9e18e776040001ddadc7,4,1,20638,Wed Jul 17 2019 15:27:55 GMT-0700 (Pacific Daylight Time),1,2,0.55,0.58,1,0.55,0.6125,exp3,0.55,0.6125,
bar,none,trend,3,0,1,0.125,5ccc9e18e776040001ddadc7,5,1,13971,Wed Jul 17 2019 15:28:10 GMT-0700 (Pacific Daylight Time),1,2,0.55,0.6,1,0.55,0.633333333,exp3,0.55,0.601749931,0.633333333
bar,none,trend,3,0.5,-1,0.25,5ccc9e18e776040001ddadc7,6,1,20439,Wed Jul 17 2019 15:28:33 GMT-0700 (Pacific Daylight Time),-1,3,1,0.85,1,1,0.833333333,exp3,1,0.914396233,0.833333333
bar,none,trend,3,0,-1,0.25,5ccc9e18e776040001ddadc7,7,1,11197,Wed Jul 17 2019 15:28:45 GMT-0700 (Pacific Daylight Time),-1,2,1,0.9,1,1,0.833333333,exp3,1,0.911443782,0.833333333
bottomgradbar,none,trend,2,0,-1,0.25,5ccc9e18e776040001ddadc7,8,1,12846,Wed Jul 17 2019 15:28:59 GMT-0700 (Pacific Daylight Time),-1,2,1,0.92,1,1,0.875,exp3,1,0.875,
bottomgradbar,none,trend,3,0,-1,0.125,5ccc9e18e776040001ddadc7,9,,10602,Wed Jul 17 2019 15:29:11 GMT-0700 (Pacific Daylight Time),-1,1,1,0.95,1,1,0.916666667,exp3,1,0.950159552,0.916666667
bar,none,trend,3,0.25,1,0.125,5ccc9e18e776040001ddadc7,10,,30193,Wed Jul 17 2019 15:29:43 GMT-0700 (Pacific Daylight Time),1,3,0.5,0.6,1,0.55,0.633333333,exp3,0.55,0.599979888,0.633333333
bottomgradbar,none,trend,3,0.5,1,0.125,5ccc9e18e776040001ddadc7,11,,13006,Wed Jul 17 2019 15:29:58 GMT-0700 (Pacific Daylight Time),1,3,0.55,0.6,1,0.55,0.633333333,exp3,0.55,0.583627358,0.633333333
brokenbar,none,trend,3,0.25,-1,0.25,5ccc9e18e776040001ddadc7,12,,15714,Wed Jul 17 2019 15:30:15 GMT-0700 (Pacific Daylight Time),-1,3,1,0.85,1,1,0.833333333,exp3,1,0.928580626,0.833333333
bottomgradbar,none,trend,3,0.25,1,0.25,5ccc9e18e776040001ddadc7,13,,17286,Wed Jul 17 2019 15:30:34 GMT-0700 (Pacific Daylight Time),1,3,0.5,0.65,1,0.55,0.716666667,exp3,0.55,0.654102585,0.716666667
brokenbar,none,trend,2,0,-1,0.125,5ccc9e18e776040001ddadc7,14,,15840,Wed Jul 17 2019 15:30:52 GMT-0700 (Pacific Daylight Time),-1,2,1,0.95,1,1,0.9375,exp3,1,0.9375,
bar,none,trend,3,0,1,0.25,5ccc9e18e776040001ddadc7,15,,16890,Wed Jul 17 2019 15:31:10 GMT-0700 (Pacific Daylight Time),1,3,0.55,0.68,1,0.55,0.716666667,exp3,0.55,0.621501728,0.716666667
brokenbar,none,trend,3,0.5,1,0.125,5ccc9e18e776040001ddadc7,16,,13426,Wed Jul 17 2019 15:31:25 GMT-0700 (Pacific Daylight Time),1,3,0.55,0.6,1,0.55,0.633333333,exp3,0.55,0.593559521,0.633333333
bar,none,trend,2,0.5,1,0.25,5ccc9e18e776040001ddadc7,17,,14687,Wed Jul 17 2019 15:31:41 GMT-0700 (Pacific Daylight Time),1,3,0.55,0.65,1,0.55,0.675,exp3,0.55,0.675,
