visType,labelType,framing,dataSize,truncationLevel,trendDirection,slope,id,index,training,rt,timestamp,qTrend,qSeverity,correct,firstX,lastX,x0,x1,x2
bar,none,trend,2,0.5,1,0.25,5c704ef2c2129500016b0767,11,,13912,Thu Feb 28 2019 20:13:32 GMT 0200 (Eastern European Standard Time),1,3,1,0.55,0.675,0.55,0.675,
line,none,values,3,0,1,0.25,5c704ef2c2129500016b0767,12,,9040,Thu Feb 28 2019 20:13:42 GMT 0200 (Eastern European Standard Time),1,3,1,0.55,0.716666667,0.55,0.646086008,0.716666667
bar,none,values,3,0.25,-1,0.125,5c704ef2c2129500016b0767,13,,9991,Thu Feb 28 2019 20:13:54 GMT 0200 (Eastern European Standard Time),-1,1,1,1,0.916666667,1,0.952634979,0.916666667
bar,none,trend,3,0,-1,0.25,5c704ef2c2129500016b0767,14,,15216,Thu Feb 28 2019 20:14:10 GMT 0200 (Eastern European Standard Time),-1,2,1,1,0.833333333,1,0.937057209,0.833333333
line,none,trend,2,0.25,-1,0.125,5c704ef2c2129500016b0767,15,,7855,Thu Feb 28 2019 20:14:20 GMT 0200 (Eastern European Standard Time),-1,1,1,1,0.9375,1,0.9375,
bar,none,values,3,0,1,0.25,5c704ef2c2129500016b0767,16,,20168,Thu Feb 28 2019 20:14:41 GMT 0200 (Eastern European Standard Time),1,3,1,0.55,0.716666667,0.55,0.635832694,0.716666667
line,none,values,3,0.25,-1,0.125,5c704ef2c2129500016b0767,17,,7072,Thu Feb 28 2019 20:14:50 GMT 0200 (Eastern European Standard Time),-1,2,1,1,0.916666667,1,0.958431738,0.916666667
line,none,trend,3,0.25,1,0.125,5c704ef2c2129500016b0767,18,,9334,Thu Feb 28 2019 20:15:01 GMT 0200 (Eastern European Standard Time),1,2,1,0.55,0.633333333,0.55,0.581519687,0.633333333
bar,none,values,2,0,1,0.25,5c704ef2c2129500016b0767,19,,10576,Thu Feb 28 2019 20:15:13 GMT 0200 (Eastern European Standard Time),1,2,1,0.55,0.675,0.55,0.675,
bar,none,values,2,0.5,-1,0.125,5c704ef2c2129500016b0767,20,,13969,Thu Feb 28 2019 20:15:29 GMT 0200 (Eastern European Standard Time),-1,1,1,1,0.9375,1,0.9375,
line,none,trend,3,0,1,0.125,5c704ef2c2129500016b0767,21,,9945,Thu Feb 28 2019 20:15:56 GMT 0200 (Eastern European Standard Time),1,1,1,0.55,0.633333333,0.55,0.600802516,0.633333333
line,none,values,2,0.5,-1,0.125,5c704ef2c2129500016b0767,22,,7487,Thu Feb 28 2019 20:16:05 GMT 0200 (Eastern European Standard Time),-1,1,1,1,0.9375,1,0.9375,
bar,none,trend,3,0.5,-1,0.25,5c704ef2c2129500016b0767,23,,10264,Thu Feb 28 2019 20:16:18 GMT 0200 (Eastern European Standard Time),-1,2,1,1,0.833333333,1,0.916744136,0.833333333
bar,none,trend,3,0.25,-1,0.25,5c704ef2c2129500016b0767,24,,8472,Thu Feb 28 2019 20:16:28 GMT 0200 (Eastern European Standard Time),-1,1,1,1,0.833333333,1,0.89897797,0.833333333
bar,none,values,2,0.5,1,0.25,5c704ef2c2129500016b0767,25,,17144,Thu Feb 28 2019 20:16:46 GMT 0200 (Eastern European Standard Time),1,3,1,0.55,0.675,0.55,0.675,
bar,none,values,3,0.5,-1,0.25,5c704ef2c2129500016b0767,26,,11962,Thu Feb 28 2019 20:17:00 GMT 0200 (Eastern European Standard Time),-1,2,1,1,0.833333333,1,0.910525436,0.833333333
line,none,trend,2,0,1,0.25,5c704ef2c2129500016b0767,27,,7160,Thu Feb 28 2019 20:17:10 GMT 0200 (Eastern European Standard Time),1,3,1,0.55,0.675,0.55,0.675,
bar,none,values,2,0,-1,0.125,5c704ef2c2129500016b0767,28,,5720,Thu Feb 28 2019 20:17:35 GMT 0200 (Eastern European Standard Time),-1,1,1,1,0.9375,1,0.9375,
line,none,values,3,0.5,1,0.25,5c704ef2c2129500016b0767,29,,6799,Thu Feb 28 2019 20:17:43 GMT 0200 (Eastern European Standard Time),1,3,1,0.55,0.716666667,0.55,0.622774484,0.716666667
line,none,trend,2,0.5,-1,0.125,5c704ef2c2129500016b0767,30,,6560,Thu Feb 28 2019 20:17:51 GMT 0200 (Eastern European Standard Time),-1,1,1,1,0.9375,1,0.9375,
bar,none,trend,3,0.25,1,0.125,5c704ef2c2129500016b0767,31,,6650,Thu Feb 28 2019 20:18:00 GMT 0200 (Eastern European Standard Time),1,1,1,0.55,0.633333333,0.55,0.583805682,0.633333333
bar,none,values,2,0.25,1,0.125,5c704ef2c2129500016b0767,32,,10208,Thu Feb 28 2019 20:18:11 GMT 0200 (Eastern European Standard Time),1,1,1,0.55,0.6125,0.55,0.6125,
bar,none,trend,2,0,-1,0.125,5c704ef2c2129500016b0767,33,,5320,Thu Feb 28 2019 20:18:18 GMT 0200 (Eastern European Standard Time),-1,1,1,1,0.9375,1,0.9375,
bar,none,trend,3,0.5,1,0.125,5c704ef2c2129500016b0767,34,,5742,Thu Feb 28 2019 20:18:25 GMT 0200 (Eastern European Standard Time),1,1,1,0.55,0.633333333,0.55,0.601378508,0.633333333
bar,none,values,3,0.5,-1,0.125,5c704ef2c2129500016b0767,35,,9320,Thu Feb 28 2019 20:18:36 GMT 0200 (Eastern European Standard Time),-1,1,1,1,0.916666667,1,0.95553822,0.916666667
line,none,values,2,0,1,0.125,5c704ef2c2129500016b0767,36,,11327,Thu Feb 28 2019 20:18:48 GMT 0200 (Eastern European Standard Time),1,1,1,0.55,0.6125,0.55,0.6125,
bar,none,trend,2,0.25,1,0.125,5c704ef2c2129500016b0767,37,,4976,Thu Feb 28 2019 20:18:55 GMT 0200 (Eastern European Standard Time),1,1,1,0.55,0.6125,0.55,0.6125,
line,none,values,2,0.5,-1,0.25,5c704ef2c2129500016b0767,38,,6360,Thu Feb 28 2019 20:19:03 GMT 0200 (Eastern European Standard Time),-1,2,1,1,0.875,1,0.875,
bar,none,trend,2,0,1,0.25,5c704ef2c2129500016b0767,39,,8288,Thu Feb 28 2019 20:19:12 GMT 0200 (Eastern European Standard Time),1,2,1,0.55,0.675,0.55,0.675,
line,none,trend,3,0.5,-1,0.25,5c704ef2c2129500016b0767,40,,5824,Thu Feb 28 2019 20:19:19 GMT 0200 (Eastern European Standard Time),-1,2,1,1,0.833333333,1,0.929812551,0.833333333
bar,none,values,3,0,1,0.125,5c704ef2c2129500016b0767,41,,34040,Thu Feb 28 2019 20:19:55 GMT 0200 (Eastern European Standard Time),1,1,1,0.55,0.633333333,0.55,0.591024638,0.633333333
line,none,values,2,0.25,-1,0.25,5c704ef2c2129500016b0767,42,,10933,Thu Feb 28 2019 20:20:07 GMT 0200 (Eastern European Standard Time),-1,2,1,1,0.875,1,0.875,
line,none,values,3,0.5,1,0.125,5c704ef2c2129500016b0767,43,,6608,Thu Feb 28 2019 20:20:15 GMT 0200 (Eastern European Standard Time),1,2,1,0.55,0.633333333,0.55,0.592770814,0.633333333
line,none,values,3,0,1,0.125,5c704ef2c2129500016b0767,44,,14632,Thu Feb 28 2019 20:20:31 GMT 0200 (Eastern European Standard Time),1,1,1,0.55,0.633333333,0.55,0.591491341,0.633333333
bar,none,values,3,0.25,1,0.25,5c704ef2c2129500016b0767,45,,6448,Thu Feb 28 2019 20:20:39 GMT 0200 (Eastern European Standard Time),1,1,1,0.55,0.716666667,0.55,0.622838923,0.716666667
line,none,values,3,0.25,-1,0.25,5c704ef2c2129500016b0767,46,,9327,Thu Feb 28 2019 20:20:50 GMT 0200 (Eastern European Standard Time),-1,2,1,1,0.833333333,1,0.915788826,0.833333333
line,none,values,2,0,-1,0.25,5c704ef2c2129500016b0767,47,,5656,Thu Feb 28 2019 20:20:57 GMT 0200 (Eastern European Standard Time),-1,2,1,1,0.875,1,0.875,
line,none,trend,2,0.25,1,0.25,5c704ef2c2129500016b0767,48,,7279,Thu Feb 28 2019 20:21:06 GMT 0200 (Eastern European Standard Time),1,2,1,0.55,0.675,0.55,0.675,
line,none,trend,2,0.5,1,0.25,5c704ef2c2129500016b0767,49,,5312,Thu Feb 28 2019 20:21:12 GMT 0200 (Eastern European Standard Time),1,2,1,0.55,0.675,0.55,0.675,
bar,none,trend,2,0.25,1,0.25,5c704ef2c2129500016b0767,50,,6784,Thu Feb 28 2019 20:21:24 GMT 0200 (Eastern European Standard Time),1,2,1,0.55,0.675,0.55,0.675,
bar,none,trend,2,0.5,-1,0.125,5c704ef2c2129500016b0767,51,,5720,Thu Feb 28 2019 20:21:31 GMT 0200 (Eastern European Standard Time),-1,1,1,1,0.9375,1,0.9375,
bar,none,trend,3,0,1,0.125,5c704ef2c2129500016b0767,52,,5368,Thu Feb 28 2019 20:21:38 GMT 0200 (Eastern European Standard Time),1,1,1,0.55,0.633333333,0.55,0.588476371,0.633333333
line,none,trend,2,0,-1,0.125,5c704ef2c2129500016b0767,53,,5088,Thu Feb 28 2019 20:21:44 GMT 0200 (Eastern European Standard Time),-1,1,1,1,0.9375,1,0.9375,
line,none,trend,3,0.5,1,0.125,5c704ef2c2129500016b0767,54,,17531,Thu Feb 28 2019 20:22:03 GMT 0200 (Eastern European Standard Time),1,1,1,0.55,0.633333333,0.55,0.590769456,0.633333333
line,none,trend,3,0,-1,0.25,5c704ef2c2129500016b0767,55,,7992,Thu Feb 28 2019 20:22:12 GMT 0200 (Eastern European Standard Time),-1,3,1,1,0.833333333,1,0.904278092,0.833333333
line,none,values,2,0.25,-1,0.125,5c704ef2c2129500016b0767,56,,8080,Thu Feb 28 2019 20:22:22 GMT 0200 (Eastern European Standard Time),-1,2,1,1,0.9375,1,0.9375,
bar,none,values,2,0,-1,0.125,5c750ace4e199a001330c99f,1,1,19107,Thu Feb 28 2019 19:24:24 GMT 0100 (Midden-Europese standaardtijd),-1,3,1,1,0.9375,1,0.9375,
line,none,trend,2,0,-1,0.25,5c750ace4e199a001330c99f,2,1,21090,Thu Feb 28 2019 19:24:48 GMT 0100 (Midden-Europese standaardtijd),-1,4,1,1,0.875,1,0.875,
line,none,values,3,0,1,0.25,5c750ace4e199a001330c99f,3,1,15146,Thu Feb 28 2019 19:25:05 GMT 0100 (Midden-Europese standaardtijd),1,3,1,0.55,0.716666667,0.55,0.650472273,0.716666667
line,none,values,2,0.5,1,0.125,5c750ace4e199a001330c99f,4,1,13426,Thu Feb 28 2019 19:25:21 GMT 0100 (Midden-Europese standaardtijd),1,3,1,0.55,0.6125,0.55,0.6125,
line,none,values,2,0,-1,0.125,5c750ace4e199a001330c99f,5,1,19178,Thu Feb 28 2019 19:25:43 GMT 0100 (Midden-Europese standaardtijd),-1,2,1,1,0.9375,1,0.9375,
bar,none,values,2,0.5,1,0.125,5c750ace4e199a001330c99f,6,1,8082,Thu Feb 28 2019 19:25:53 GMT 0100 (Midden-Europese standaardtijd),1,4,1,0.55,0.6125,0.55,0.6125,
bar,none,trend,3,0.5,-1,0.25,5c750ace4e199a001330c99f,7,1,22648,Thu Feb 28 2019 19:26:18 GMT 0100 (Midden-Europese standaardtijd),-1,3,1,1,0.833333333,1,0.919635021,0.833333333
line,none,values,2,0.5,1,0.25,5c750ace4e199a001330c99f,8,1,16261,Thu Feb 28 2019 19:26:37 GMT 0100 (Midden-Europese standaardtijd),1,4,1,0.55,0.675,0.55,0.675,
bar,none,trend,3,0.25,-1,0.25,5c750ace4e199a001330c99f,9,,19588,Thu Feb 28 2019 19:26:59 GMT 0100 (Midden-Europese standaardtijd),-1,3,1,1,0.833333333,1,0.916290072,0.833333333
bar,none,values,3,0.5,-1,0.25,5c750ace4e199a001330c99f,10,,10212,Thu Feb 28 2019 19:27:13 GMT 0100 (Midden-Europese standaardtijd),-1,4,1,1,0.833333333,1,0.908245612,0.833333333
line,none,values,2,0.5,-1,0.125,5c750ace4e199a001330c99f,11,,10007,Thu Feb 28 2019 19:27:25 GMT 0100 (Midden-Europese standaardtijd),-1,2,1,1,0.9375,1,0.9375,
bar,none,values,2,0.5,1,0.125,5c750ace4e199a001330c99f,12,,10342,Thu Feb 28 2019 19:27:37 GMT 0100 (Midden-Europese standaardtijd),1,4,1,0.55,0.6125,0.55,0.6125,
line,none,values,2,0.25,-1,0.125,5c750ace4e199a001330c99f,13,,8959,Thu Feb 28 2019 19:27:48 GMT 0100 (Midden-Europese standaardtijd),-1,1,1,1,0.9375,1,0.9375,
bar,none,values,2,0.5,1,0.25,5c750ace4e199a001330c99f,14,,24493,Thu Feb 28 2019 19:28:16 GMT 0100 (Midden-Europese standaardtijd),1,5,1,0.55,0.675,0.55,0.675,
bar,none,trend,3,0,1,0.125,5c750ace4e199a001330c99f,15,,108894,Thu Feb 28 2019 19:30:31 GMT 0100 (Midden-Europese standaardtijd),1,2,1,0.55,0.633333333,0.55,0.58928453,0.633333333
bar,none,values,2,0.25,-1,0.25,5c750ace4e199a001330c99f,16,,7597,Thu Feb 28 2019 19:30:40 GMT 0100 (Midden-Europese standaardtijd),-1,3,1,1,0.875,1,0.875,
line,none,trend,3,0.25,-1,0.125,5c750ace4e199a001330c99f,17,,6358,Thu Feb 28 2019 19:30:49 GMT 0100 (Midden-Europese standaardtijd),-1,1,1,1,0.916666667,1,0.966391307,0.916666667
bar,none,trend,3,0.25,-1,0.125,5c750ace4e199a001330c99f,18,,10280,Thu Feb 28 2019 19:31:01 GMT 0100 (Midden-Europese standaardtijd),-1,1,1,1,0.916666667,1,0.949444788,0.916666667
bar,none,trend,3,0.5,-1,0.25,5c750ace4e199a001330c99f,19,,8144,Thu Feb 28 2019 19:31:12 GMT 0100 (Midden-Europese standaardtijd),-1,4,1,1,0.833333333,1,0.9205179,0.833333333
line,none,values,3,0.5,1,0.125,5c750ace4e199a001330c99f,20,,8376,Thu Feb 28 2019 19:31:22 GMT 0100 (Midden-Europese standaardtijd),1,3,1,0.55,0.633333333,0.55,0.599424127,0.633333333
line,none,trend,3,0.25,1,0.25,5c750ace4e199a001330c99f,21,,5105,Thu Feb 28 2019 19:31:31 GMT 0100 (Midden-Europese standaardtijd),1,3,1,0.55,0.716666667,0.55,0.646570045,0.716666667
line,none,trend,2,0.25,-1,0.125,5c750ace4e199a001330c99f,22,,8714,Thu Feb 28 2019 19:31:42 GMT 0100 (Midden-Europese standaardtijd),-1,3,1,1,0.9375,1,0.9375,
bar,none,trend,2,0,-1,0.125,5c750ace4e199a001330c99f,23,,7674,Thu Feb 28 2019 19:31:53 GMT 0100 (Midden-Europese standaardtijd),-1,2,1,1,0.9375,1,0.9375,
bar,none,trend,2,0.25,1,0.25,5c750ace4e199a001330c99f,24,,7303,Thu Feb 28 2019 19:32:02 GMT 0100 (Midden-Europese standaardtijd),1,3,1,0.55,0.675,0.55,0.675,
bar,none,trend,3,0.5,-1,0.125,5c750ace4e199a001330c99f,25,,7473,Thu Feb 28 2019 19:32:12 GMT 0100 (Midden-Europese standaardtijd),-1,3,1,1,0.916666667,1,0.961968336,0.916666667
bar,none,trend,2,0.25,1,0.125,5c750ace4e199a001330c99f,26,,8652,Thu Feb 28 2019 19:32:25 GMT 0100 (Midden-Europese standaardtijd),1,3,1,0.55,0.6125,0.55,0.6125,
bar,none,values,3,0.5,-1,0.125,5c750ace4e199a001330c99f,27,,49910,Thu Feb 28 2019 19:34:15 GMT 0100 (Midden-Europese standaardtijd),-1,3,1,1,0.916666667,1,0.949711675,0.916666667
bar,none,values,2,0,1,0.25,5c750ace4e199a001330c99f,28,,7970,Thu Feb 28 2019 19:34:24 GMT 0100 (Midden-Europese standaardtijd),1,4,1,0.55,0.675,0.55,0.675,
line,none,values,2,0.25,-1,0.25,5c750ace4e199a001330c99f,29,,8046,Thu Feb 28 2019 19:34:34 GMT 0100 (Midden-Europese standaardtijd),-1,5,1,1,0.875,1,0.875,
line,none,trend,2,0,-1,0.125,5c750ace4e199a001330c99f,30,,6439,Thu Feb 28 2019 19:35:01 GMT 0100 (Midden-Europese standaardtijd),-1,1,1,1,0.9375,1,0.9375,
line,none,trend,3,0,-1,0.25,5c750ace4e199a001330c99f,31,,18298,Thu Feb 28 2019 19:35:21 GMT 0100 (Midden-Europese standaardtijd),-1,3,1,1,0.833333333,1,0.932626338,0.833333333
bar,none,values,3,0,1,0.25,5c750ace4e199a001330c99f,32,,11932,Thu Feb 28 2019 19:35:36 GMT 0100 (Midden-Europese standaardtijd),1,4,1,0.55,0.716666667,0.55,0.635931359,0.716666667
bar,none,values,3,0.25,1,0.125,5c750ace4e199a001330c99f,33,,4441,Thu Feb 28 2019 19:35:42 GMT 0100 (Midden-Europese standaardtijd),1,3,1,0.55,0.633333333,0.55,0.591005877,0.633333333
line,none,values,3,0,-1,0.25,5c750ace4e199a001330c99f,34,,11579,Thu Feb 28 2019 19:35:57 GMT 0100 (Midden-Europese standaardtijd),-1,4,1,1,0.833333333,1,0.932574305,0.833333333
line,none,trend,3,0,-1,0.125,5c750ace4e199a001330c99f,35,,9339,Thu Feb 28 2019 19:36:53 GMT 0100 (Midden-Europese standaardtijd),-1,2,1,1,0.916666667,1,0.949108947,0.916666667
bar,none,trend,2,0.5,-1,0.125,5c750ace4e199a001330c99f,36,,8856,Thu Feb 28 2019 19:37:04 GMT 0100 (Midden-Europese standaardtijd),-1,3,1,1,0.9375,1,0.9375,
line,none,trend,3,0.5,-1,0.25,5c750ace4e199a001330c99f,37,,8252,Thu Feb 28 2019 19:37:14 GMT 0100 (Midden-Europese standaardtijd),-1,5,1,1,0.833333333,1,0.93115562,0.833333333
line,none,trend,2,0.5,-1,0.25,5c750ace4e199a001330c99f,38,,6797,Thu Feb 28 2019 19:37:23 GMT 0100 (Midden-Europese standaardtijd),-1,4,1,1,0.875,1,0.875,
line,none,values,2,0,-1,0.125,5c750ace4e199a001330c99f,39,,4820,Thu Feb 28 2019 19:37:50 GMT 0100 (Midden-Europese standaardtijd),-1,1,1,1,0.9375,1,0.9375,
line,none,trend,3,0.5,-1,0.125,5c750ace4e199a001330c99f,40,,7029,Thu Feb 28 2019 19:37:59 GMT 0100 (Midden-Europese standaardtijd),-1,3,1,1,0.916666667,1,0.960610573,0.916666667
line,none,values,2,0.5,1,0.25,5c750ace4e199a001330c99f,41,,18805,Thu Feb 28 2019 19:38:19 GMT 0100 (Midden-Europese standaardtijd),1,4,1,0.55,0.675,0.55,0.675,
line,none,values,3,0.5,1,0.25,5c750ace4e199a001330c99f,42,,7799,Thu Feb 28 2019 19:38:29 GMT 0100 (Midden-Europese standaardtijd),1,4,1,0.55,0.716666667,0.55,0.629567894,0.716666667
bar,none,trend,3,0,-1,0.25,5c750ace4e199a001330c99f,43,,6769,Thu Feb 28 2019 19:38:37 GMT 0100 (Midden-Europese standaardtijd),-1,3,1,1,0.833333333,1,0.918401755,0.833333333
line,none,values,3,0.25,-1,0.125,5c750ace4e199a001330c99f,44,,7442,Thu Feb 28 2019 19:38:47 GMT 0100 (Midden-Europese standaardtijd),-1,1,1,1,0.916666667,1,0.952106626,0.916666667
bar,none,values,2,0,1,0.125,5c750ace4e199a001330c99f,45,,9594,Thu Feb 28 2019 19:38:58 GMT 0100 (Midden-Europese standaardtijd),1,3,1,0.55,0.6125,0.55,0.6125,
line,none,trend,2,0.5,1,0.125,5c750ace4e199a001330c99f,46,,7751,Thu Feb 28 2019 19:39:08 GMT 0100 (Midden-Europese standaardtijd),1,3,1,0.55,0.6125,0.55,0.6125,
bar,none,values,3,0.25,1,0.25,5c750ace4e199a001330c99f,47,,13568,Thu Feb 28 2019 19:39:25 GMT 0100 (Midden-Europese standaardtijd),1,4,1,0.55,0.716666667,0.55,0.622136027,0.716666667
line,none,values,3,0,1,0.125,5c750ace4e199a001330c99f,48,,9191,Thu Feb 28 2019 19:39:36 GMT 0100 (Midden-Europese standaardtijd),1,2,1,0.55,0.633333333,0.55,0.600913144,0.633333333
line,none,trend,2,0,1,0.25,5c750ace4e199a001330c99f,49,,5838,Thu Feb 28 2019 19:39:46 GMT 0100 (Midden-Europese standaardtijd),1,3,1,0.55,0.675,0.55,0.675,
line,none,values,3,0.25,-1,0.25,5c750ace4e199a001330c99f,50,,12125,Thu Feb 28 2019 19:40:16 GMT 0100 (Midden-Europese standaardtijd),1,4,0,1,0.833333333,1,0.923625794,0.833333333
bar,none,trend,2,0,1,0.25,5c750ace4e199a001330c99f,51,,4079,Thu Feb 28 2019 19:40:21 GMT 0100 (Midden-Europese standaardtijd),1,3,1,0.55,0.675,0.55,0.675,
line,none,values,2,0,-1,0.25,5c750ace4e199a001330c99f,52,,9326,Thu Feb 28 2019 19:40:32 GMT 0100 (Midden-Europese standaardtijd),-1,3,1,1,0.875,1,0.875,
bar,none,values,3,0,-1,0.125,5c750ace4e199a001330c99f,53,,6482,Thu Feb 28 2019 19:40:41 GMT 0100 (Midden-Europese standaardtijd),-1,2,1,1,0.916666667,1,0.950277598,0.916666667
bar,none,trend,2,0.5,1,0.25,5c750ace4e199a001330c99f,54,,6814,Thu Feb 28 2019 19:40:50 GMT 0100 (Midden-Europese standaardtijd),1,4,1,0.55,0.675,0.55,0.675,
line,none,trend,2,0.25,-1,0.25,5c750ace4e199a001330c99f,55,,8881,Thu Feb 28 2019 19:41:00 GMT 0100 (Midden-Europese standaardtijd),-1,3,1,1,0.875,1,0.875,
bar,none,values,2,0.25,-1,0.125,5c750ace4e199a001330c99f,56,,8434,Thu Feb 28 2019 19:41:10 GMT 0100 (Midden-Europese standaardtijd),-1,2,1,1,0.9375,1,0.9375,
bar,none,trend,2,0,1,0.125,5c75b9f562c03b001ac30df7,1,1,23629,Thu Feb 28 2019 13:18:17 GMT-0500 (GMT-05:00),1,3,1,0.55,0.6125,0.55,0.6125,
bar,none,values,2,0.5,-1,0.125,5c75b9f562c03b001ac30df7,2,1,21077,Thu Feb 28 2019 13:18:40 GMT-0500 (GMT-05:00),-1,3,1,1,0.9375,1,0.9375,
line,none,values,3,0,-1,0.25,5c75b9f562c03b001ac30df7,3,1,15309,Thu Feb 28 2019 13:18:58 GMT-0500 (GMT-05:00),-1,4,1,1,0.833333333,1,0.928126934,0.833333333
bar,none,trend,3,0,-1,0.25,5c75b9f562c03b001ac30df7,4,1,11346,Thu Feb 28 2019 13:19:12 GMT-0500 (GMT-05:00),-1,2,1,1,0.833333333,1,0.930776913,0.833333333
line,none,values,2,0.5,-1,0.125,5c75b9f562c03b001ac30df7,5,1,31407,Thu Feb 28 2019 13:19:45 GMT-0500 (GMT-05:00),-1,3,1,1,0.9375,1,0.9375,
bar,none,trend,2,0.5,-1,0.25,5c75b9f562c03b001ac30df7,6,1,19847,Thu Feb 28 2019 13:20:06 GMT-0500 (GMT-05:00),-1,4,1,1,0.875,1,0.875,
line,none,values,3,0.5,-1,0.25,5c75b9f562c03b001ac30df7,7,1,29211,Thu Feb 28 2019 13:20:37 GMT-0500 (GMT-05:00),-1,5,1,1,0.833333333,1,0.911642512,0.833333333
line,none,values,2,0,1,0.125,5c75b9f562c03b001ac30df7,8,1,8711,Thu Feb 28 2019 13:20:47 GMT-0500 (GMT-05:00),1,3,1,0.55,0.6125,0.55,0.6125,
bar,none,trend,2,0.5,1,0.125,5c75b9f562c03b001ac30df7,9,,13689,Thu Feb 28 2019 13:21:03 GMT-0500 (GMT-05:00),1,3,1,0.55,0.6125,0.55,0.6125,
line,none,trend,2,0.25,1,0.125,5c75b9f562c03b001ac30df7,10,,11894,Thu Feb 28 2019 13:21:16 GMT-0500 (GMT-05:00),1,2,1,0.55,0.6125,0.55,0.6125,
bar,none,trend,3,0,-1,0.125,5c75b9f562c03b001ac30df7,11,,12134,Thu Feb 28 2019 13:21:30 GMT-0500 (GMT-05:00),-1,1,1,1,0.916666667,1,0.966980036,0.916666667
bar,none,values,2,0.5,1,0.25,5c75b9f562c03b001ac30df7,12,,12522,Thu Feb 28 2019 13:21:44 GMT-0500 (GMT-05:00),1,5,1,0.55,0.675,0.55,0.675,
line,none,trend,2,0,-1,0.25,5c75b9f562c03b001ac30df7,13,,9199,Thu Feb 28 2019 13:21:56 GMT-0500 (GMT-05:00),1,3,0,1,0.875,1,0.875,
line,none,values,3,0.25,-1,0.25,5c75b9f562c03b001ac30df7,14,,17080,Thu Feb 28 2019 13:22:15 GMT-0500 (GMT-05:00),-1,3,1,1,0.833333333,1,0.936028627,0.833333333
bar,none,trend,3,0.5,-1,0.125,5c75b9f562c03b001ac30df7,15,,9678,Thu Feb 28 2019 13:22:26 GMT-0500 (GMT-05:00),-1,1,1,1,0.916666667,1,0.959445744,0.916666667
line,none,values,3,0.5,-1,0.25,5c75b9f562c03b001ac30df7,16,,14246,Thu Feb 28 2019 13:22:42 GMT-0500 (GMT-05:00),-1,4,1,1,0.833333333,1,0.928999896,0.833333333
line,none,values,3,0.5,1,0.125,5c75b9f562c03b001ac30df7,17,,7749,Thu Feb 28 2019 13:22:52 GMT-0500 (GMT-05:00),1,3,1,0.55,0.633333333,0.55,0.587991228,0.633333333
bar,none,values,3,0.5,-1,0.125,5c75b9f562c03b001ac30df7,18,,8188,Thu Feb 28 2019 13:23:05 GMT-0500 (GMT-05:00),-1,3,1,1,0.916666667,1,0.951864497,0.916666667
bar,none,trend,3,0,1,0.25,5c75b9f562c03b001ac30df7,19,,8940,Thu Feb 28 2019 13:23:16 GMT-0500 (GMT-05:00),1,3,1,0.55,0.716666667,0.55,0.619759577,0.716666667
line,none,trend,3,0.5,-1,0.25,5c75b9f562c03b001ac30df7,20,,13775,Thu Feb 28 2019 13:23:31 GMT-0500 (GMT-05:00),-1,5,1,1,0.833333333,1,0.898447175,0.833333333
line,none,trend,3,0.5,1,0.125,5c75b9f562c03b001ac30df7,21,,15151,Thu Feb 28 2019 13:23:49 GMT-0500 (GMT-05:00),1,3,1,0.55,0.633333333,0.55,0.582718366,0.633333333
line,none,trend,2,0,1,0.125,5c75b9f562c03b001ac30df7,22,,8326,Thu Feb 28 2019 13:23:59 GMT-0500 (GMT-05:00),1,1,1,0.55,0.6125,0.55,0.6125,
bar,none,values,3,0.25,-1,0.25,5c75b9f562c03b001ac30df7,23,,9052,Thu Feb 28 2019 13:24:10 GMT-0500 (GMT-05:00),-1,3,1,1,0.833333333,1,0.928403357,0.833333333
bar,none,values,3,0.5,-1,0.25,5c75b9f562c03b001ac30df7,24,,7065,Thu Feb 28 2019 13:25:11 GMT-0500 (GMT-05:00),-1,4,1,1,0.833333333,1,0.929142098,0.833333333
bar,none,trend,2,0,-1,0.25,5c75b9f562c03b001ac30df7,25,,10919,Thu Feb 28 2019 13:25:24 GMT-0500 (GMT-05:00),-1,2,1,1,0.875,1,0.875,
bar,none,values,2,0.5,1,0.125,5c75b9f562c03b001ac30df7,26,,11433,Thu Feb 28 2019 13:25:36 GMT-0500 (GMT-05:00),1,3,1,0.55,0.6125,0.55,0.6125,
line,none,trend,3,0,-1,0.125,5c75b9f562c03b001ac30df7,27,,8462,Thu Feb 28 2019 13:25:46 GMT-0500 (GMT-05:00),-1,2,1,1,0.916666667,1,0.961288106,0.916666667
bar,none,trend,2,0.25,-1,0.25,5c75b9f562c03b001ac30df7,28,,8522,Thu Feb 28 2019 13:25:56 GMT-0500 (GMT-05:00),-1,2,1,1,0.875,1,0.875,
line,none,trend,3,0.25,-1,0.125,5c75b9f562c03b001ac30df7,29,,6004,Thu Feb 28 2019 13:26:03 GMT-0500 (GMT-05:00),-1,3,1,1,0.916666667,1,0.966386645,0.916666667
bar,none,values,3,0.25,1,0.125,5c75b9f562c03b001ac30df7,30,,14169,Thu Feb 28 2019 13:26:18 GMT-0500 (GMT-05:00),1,2,1,0.55,0.633333333,0.55,0.601161427,0.633333333
line,none,values,3,0.25,1,0.125,5c75b9f562c03b001ac30df7,31,,10207,Thu Feb 28 2019 13:26:30 GMT-0500 (GMT-05:00),1,2,1,0.55,0.633333333,0.55,0.594088915,0.633333333
